ano,mes,estado,regiao,bioma,focos
2016,12,RS,Sul,Pampa,79
2016,12,SC,Sul,Mata Atlântica,85
2017,1,AC,Norte,Amazônia,384
2017,1,AM,Norte,Amazônia,325
2017,1,AP,Norte,Amazônia,347
2017,1,PA,Norte,Amazônia,414
2017,1,RO,Norte,Amazônia,246
2017,1,RR,Norte,Amazônia,297
2017,1,TO,Norte,Cerrado,406
2017,1,AL,Nordeste,Mata Atlântica,112
2017,1,BA,Nordeste,Caatinga,89
2017,1,CE,Nordeste,Caatinga,90
2017,1,MA,Nordeste,Cerrado,262
2017,1,PB,Nordeste,Caatinga,85
2017,1,PE,Nordeste,Caatinga,90
2017,1,PI,Nordeste,Caatinga,73
2017,1,RN,Nordeste,Caatinga,75
2017,1,SE,Nordeste,Caatinga,81
2017,1,GO,Centro-Oeste,Cerrado,242
2017,1,MS,Centro-Oeste,Cerrado,313
2017,1,MT,Centro-Oeste,Cerrado,287
2017,1,ES,Sudeste,Mata Atlântica,78
2017,1,MG,Sudeste,Cerrado,265
2017,1,RJ,Sudeste,Mata Atlântica,112
2017,1,SP,Sudeste,Mata Atlântica,94
2017,1,PR,Sul,Mata Atlântica,99
2017,1,RS,Sul,Pampa,106
2017,1,SC,Sul,Mata Atlântica,88
2017,2,AC,Norte,Amazônia,258
2017,2,AM,Norte,Amazônia,364
2017,2,AP,Norte,Amazônia,376
2017,2,PA,Norte,Amazônia,414
2017,2,RO,Norte,Amazônia,339
2017,2,RR,Norte,Amazônia,267
2017,2,TO,Norte,Cerrado,304
2017,2,AL,Nordeste,Mata Atlântica,80
2017,2,BA,Nordeste,Caatinga,97
2017,2,CE,Nordeste,Caatinga,93
2017,2,MA,Nordeste,Cerrado,321
2017,2,PB,Nordeste,Caatinga,117
2017,2,PE,Nordeste,Caatinga,95
2017,2,PI,Nordeste,Caatinga,73
2017,2,RN,Nordeste,Caatinga,65
2017,2,SE,Nordeste,Caatinga,68
2017,2,GO,Centro-Oeste,Cerrado,295
2017,2,MS,Centro-Oeste,Cerrado,275
2017,2,MT,Centro-Oeste,Cerrado,281
2017,2,ES,Sudeste,Mata Atlântica,76
2017,2,MG,Sudeste,Cerrado,278
2017,2,RJ,Sudeste,Mata Atlântica,112
2017,2,SP,Sudeste,Mata Atlântica,64
2017,2,PR,Sul,Mata Atlântica,90
2017,2,RS,Sul,Pampa,83
2017,2,SC,Sul,Mata Atlântica,117
2017,3,AC,Norte,Amazônia,264
2017,3,AM,Norte,Amazônia,331
2017,3,AP,Norte,Amazônia,467
2017,3,PA,Norte,Amazônia,442
2017,3,RO,Norte,Amazônia,431
2017,3,RR,Norte,Amazônia,298
2017,3,TO,Norte,Cerrado,278
2017,3,AL,Nordeste,Mata Atlântica,99
2017,3,BA,Nordeste,Caatinga,114
2017,3,CE,Nordeste,Caatinga,92
2017,3,MA,Nordeste,Cerrado,373
2017,3,PB,Nordeste,Caatinga,75
2017,3,PE,Nordeste,Caatinga,105
2017,3,PI,Nordeste,Caatinga,70
2017,3,RN,Nordeste,Caatinga,78
2017,3,SE,Nordeste,Caatinga,84
2017,3,GO,Centro-Oeste,Cerrado,357
2017,3,MS,Centro-Oeste,Cerrado,294
2017,3,MT,Centro-Oeste,Cerrado,264
2017,3,ES,Sudeste,Mata Atlântica,95
2017,3,MG,Sudeste,Cerrado,305
2017,3,RJ,Sudeste,Mata Atlântica,93
2017,3,SP,Sudeste,Mata Atlântica,68
2017,3,PR,Sul,Mata Atlântica,87
2017,3,RS,Sul,Pampa,90
2017,3,SC,Sul,Mata Atlântica,62
2017,4,AC,Norte,Amazônia,317
2017,4,AM,Norte,Amazônia,269
2017,4,AP,Norte,Amazônia,252
2017,4,PA,Norte,Amazônia,472
2017,4,RO,Norte,Amazônia,313
2017,4,RR,Norte,Amazônia,429
2017,4,TO,Norte,Cerrado,297
2017,4,AL,Nordeste,Mata Atlântica,99
2017,4,BA,Nordeste,Caatinga,104
2017,4,CE,Nordeste,Caatinga,94
2017,4,MA,Nordeste,Cerrado,349
2017,4,PB,Nordeste,Caatinga,83
2017,4,PE,Nordeste,Caatinga,80
2017,4,PI,Nordeste,Caatinga,114
2017,4,RN,Nordeste,Caatinga,108
2017,4,SE,Nordeste,Caatinga,116
2017,4,GO,Centro-Oeste,Cerrado,266
2017,4,MS,Centro-Oeste,Cerrado,410
2017,4,MT,Centro-Oeste,Cerrado,460
2017,4,ES,Sudeste,Mata Atlântica,70
2017,4,MG,Sudeste,Cerrado,253
2017,4,RJ,Sudeste,Mata Atlântica,103
2017,4,SP,Sudeste,Mata Atlântica,93
2017,4,PR,Sul,Mata Atlântica,109
2017,4,RS,Sul,Pampa,67
2017,4,SC,Sul,Mata Atlântica,106
2017,5,AC,Norte,Amazônia,285
2017,5,AM,Norte,Amazônia,276
2017,5,AP,Norte,Amazônia,276
2017,5,PA,Norte,Amazônia,430
2017,5,RO,Norte,Amazônia,395
2017,5,RR,Norte,Amazônia,361
2017,5,TO,Norte,Cerrado,322
2017,5,AL,Nordeste,Mata Atlântica,111
2017,5,BA,Nordeste,Caatinga,82
2017,5,CE,Nordeste,Caatinga,107
2017,5,MA,Nordeste,Cerrado,341
2017,5,PB,Nordeste,Caatinga,81
2017,5,PE,Nordeste,Caatinga,86
2017,5,PI,Nordeste,Caatinga,77
2017,5,RN,Nordeste,Caatinga,103
2017,5,SE,Nordeste,Caatinga,89
2017,5,GO,Centro-Oeste,Cerrado,292
2017,5,MS,Centro-Oeste,Cerrado,451
2017,5,MT,Centro-Oeste,Cerrado,328
2017,5,ES,Sudeste,Mata Atlântica,91
2017,5,MG,Sudeste,Cerrado,452
2017,5,RJ,Sudeste,Mata Atlântica,96
2017,5,SP,Sudeste,Mata Atlântica,66
2017,5,PR,Sul,Mata Atlântica,115
2017,5,RS,Sul,Pampa,96
2017,5,SC,Sul,Mata Atlântica,79
2017,6,AC,Norte,Amazônia,270
2017,6,AM,Norte,Amazônia,425
2017,6,AP,Norte,Amazônia,384
2017,6,PA,Norte,Amazônia,364
2017,6,RO,Norte,Amazônia,449
2017,6,RR,Norte,Amazônia,424
2017,6,TO,Norte,Cerrado,273
2017,6,AL,Nordeste,Mata Atlântica,77
2017,6,BA,Nordeste,Caatinga,74
2017,6,CE,Nordeste,Caatinga,103
2017,6,MA,Nordeste,Cerrado,245
2017,6,PB,Nordeste,Caatinga,93
2017,6,PE,Nordeste,Caatinga,104
2017,6,PI,Nordeste,Caatinga,111
2017,6,RN,Nordeste,Caatinga,79
2017,6,SE,Nordeste,Caatinga,108
2017,6,GO,Centro-Oeste,Cerrado,263
2017,6,MS,Centro-Oeste,Cerrado,438
2017,6,MT,Centro-Oeste,Cerrado,267
2017,6,ES,Sudeste,Mata Atlântica,82
2017,6,MG,Sudeste,Cerrado,426
2017,6,RJ,Sudeste,Mata Atlântica,68
2017,6,SP,Sudeste,Mata Atlântica,72
2017,6,PR,Sul,Mata Atlântica,102
2017,6,RS,Sul,Pampa,102
2017,6,SC,Sul,Mata Atlântica,97
2017,7,AC,Norte,Amazônia,2513
2017,7,AM,Norte,Amazônia,2289
2017,7,AP,Norte,Amazônia,1857
2017,7,PA,Norte,Amazônia,1997
2017,7,RO,Norte,Amazônia,1753
2017,7,RR,Norte,Amazônia,2832
2017,7,TO,Norte,Cerrado,2349
2017,7,AL,Nordeste,Mata Atlântica,519
2017,7,BA,Nordeste,Caatinga,542
2017,7,CE,Nordeste,Caatinga,722
2017,7,MA,Nordeste,Cerrado,1711
2017,7,PB,Nordeste,Caatinga,588
2017,7,PE,Nordeste,Caatinga,558
2017,7,PI,Nordeste,Caatinga,597
2017,7,RN,Nordeste,Caatinga,377
2017,7,SE,Nordeste,Caatinga,694
2017,7,GO,Centro-Oeste,Cerrado,2867
2017,7,MS,Centro-Oeste,Cerrado,2322
2017,7,MT,Centro-Oeste,Cerrado,2517
2017,7,ES,Sudeste,Mata Atlântica,713
2017,7,MG,Sudeste,Cerrado,2533
2017,7,RJ,Sudeste,Mata Atlântica,427
2017,7,SP,Sudeste,Mata Atlântica,584
2017,7,PR,Sul,Mata Atlântica,596
2017,7,RS,Sul,Pampa,528
2017,7,SC,Sul,Mata Atlântica,644
2017,8,AC,Norte,Amazônia,2870
2017,8,AM,Norte,Amazônia,2857
2017,8,AP,Norte,Amazônia,2153
2017,8,PA,Norte,Amazônia,1652
2017,8,RO,Norte,Amazônia,2945
2017,8,RR,Norte,Amazônia,2728
2017,8,TO,Norte,Cerrado,1668
2017,8,AL,Nordeste,Mata Atlântica,712
2017,8,BA,Nordeste,Caatinga,693
2017,8,CE,Nordeste,Caatinga,563
2017,8,MA,Nordeste,Cerrado,2361
2017,8,PB,Nordeste,Caatinga,519
2017,8,PE,Nordeste,Caatinga,391
2017,8,PI,Nordeste,Caatinga,495
2017,8,RN,Nordeste,Caatinga,668
2017,8,SE,Nordeste,Caatinga,372
2017,8,GO,Centro-Oeste,Cerrado,1978
2017,8,MS,Centro-Oeste,Cerrado,2074
2017,8,MT,Centro-Oeste,Cerrado,2281
2017,8,ES,Sudeste,Mata Atlântica,712
2017,8,MG,Sudeste,Cerrado,1997
2017,8,RJ,Sudeste,Mata Atlântica,499
2017,8,SP,Sudeste,Mata Atlântica,644
2017,8,PR,Sul,Mata Atlântica,538
2017,8,RS,Sul,Pampa,454
2017,8,SC,Sul,Mata Atlântica,538
2017,9,AC,Norte,Amazônia,1693
2017,9,AM,Norte,Amazônia,1745
2017,9,AP,Norte,Amazônia,2223
2017,9,PA,Norte,Amazônia,2105
2017,9,RO,Norte,Amazônia,2841
2017,9,RR,Norte,Amazônia,2021
2017,9,TO,Norte,Cerrado,2345
2017,9,AL,Nordeste,Mata Atlântica,605
2017,9,BA,Nordeste,Caatinga,375
2017,9,CE,Nordeste,Caatinga,617
2017,9,MA,Nordeste,Cerrado,1748
2017,9,PB,Nordeste,Caatinga,727
2017,9,PE,Nordeste,Caatinga,426
2017,9,PI,Nordeste,Caatinga,524
2017,9,RN,Nordeste,Caatinga,402
2017,9,SE,Nordeste,Caatinga,740
2017,9,GO,Centro-Oeste,Cerrado,2229
2017,9,MS,Centro-Oeste,Cerrado,2367
2017,9,MT,Centro-Oeste,Cerrado,1583
2017,9,ES,Sudeste,Mata Atlântica,649
2017,9,MG,Sudeste,Cerrado,1795
2017,9,RJ,Sudeste,Mata Atlântica,704
2017,9,SP,Sudeste,Mata Atlântica,447
2017,9,PR,Sul,Mata Atlântica,441
2017,9,RS,Sul,Pampa,384
2017,9,SC,Sul,Mata Atlântica,546
2017,10,AC,Norte,Amazônia,2322
2017,10,AM,Norte,Amazônia,1581
2017,10,AP,Norte,Amazônia,2634
2017,10,PA,Norte,Amazônia,2156
2017,10,RO,Norte,Amazônia,2262
2017,10,RR,Norte,Amazônia,2138
2017,10,TO,Norte,Cerrado,2078
2017,10,AL,Nordeste,Mata Atlântica,578
2017,10,BA,Nordeste,Caatinga,428
2017,10,CE,Nordeste,Caatinga,438
2017,10,MA,Nordeste,Cerrado,2762
2017,10,PB,Nordeste,Caatinga,722
2017,10,PE,Nordeste,Caatinga,509
2017,10,PI,Nordeste,Caatinga,471
2017,10,RN,Nordeste,Caatinga,609
2017,10,SE,Nordeste,Caatinga,522
2017,10,GO,Centro-Oeste,Cerrado,1521
2017,10,MS,Centro-Oeste,Cerrado,1715
2017,10,MT,Centro-Oeste,Cerrado,2546
2017,10,ES,Sudeste,Mata Atlântica,615
2017,10,MG,Sudeste,Cerrado,1524
2017,10,RJ,Sudeste,Mata Atlântica,453
2017,10,SP,Sudeste,Mata Atlântica,456
2017,10,PR,Sul,Mata Atlântica,620
2017,10,RS,Sul,Pampa,378
2017,10,SC,Sul,Mata Atlântica,409
2017,11,AC,Norte,Amazônia,427
2017,11,AM,Norte,Amazônia,279
2017,11,AP,Norte,Amazônia,392
2017,11,PA,Norte,Amazônia,293
2017,11,RO,Norte,Amazônia,261
2017,11,RR,Norte,Amazônia,295
2017,11,TO,Norte,Cerrado,408
2017,11,AL,Nordeste,Mata Atlântica,110
2017,11,BA,Nordeste,Caatinga,108
2017,11,CE,Nordeste,Caatinga,82
2017,11,MA,Nordeste,Cerrado,396
2017,11,PB,Nordeste,Caatinga,71
2017,11,PE,Nordeste,Caatinga,76
2017,11,PI,Nordeste,Caatinga,112
2017,11,RN,Nordeste,Caatinga,60
2017,11,SE,Nordeste,Caatinga,64
2017,11,GO,Centro-Oeste,Cerrado,286
2017,11,MS,Centro-Oeste,Cerrado,243
2017,11,MT,Centro-Oeste,Cerrado,280
2017,11,ES,Sudeste,Mata Atlântica,93
2017,11,MG,Sudeste,Cerrado,337
2017,11,RJ,Sudeste,Mata Atlântica,112
2017,11,SP,Sudeste,Mata Atlântica,107
2017,11,PR,Sul,Mata Atlântica,79
2017,11,RS,Sul,Pampa,74
2017,11,SC,Sul,Mata Atlântica,81
2017,12,AC,Norte,Amazônia,377
2017,12,AM,Norte,Amazônia,301
2017,12,AP,Norte,Amazônia,385
2017,12,PA,Norte,Amazônia,334
2017,12,RO,Norte,Amazônia,368
2017,12,RR,Norte,Amazônia,340
2017,12,TO,Norte,Cerrado,307
2017,12,AL,Nordeste,Mata Atlântica,115
2017,12,BA,Nordeste,Caatinga,104
2017,12,CE,Nordeste,Caatinga,67
2017,12,MA,Nordeste,Cerrado,443
2017,12,PB,Nordeste,Caatinga,88
2017,12,PE,Nordeste,Caatinga,112
2017,12,PI,Nordeste,Caatinga,106
2017,12,RN,Nordeste,Caatinga,84
2017,12,SE,Nordeste,Caatinga,60
2017,12,GO,Centro-Oeste,Cerrado,301
2017,12,MS,Centro-Oeste,Cerrado,366
2017,12,MT,Centro-Oeste,Cerrado,387
2017,12,ES,Sudeste,Mata Atlântica,74
2017,12,MG,Sudeste,Cerrado,270
2017,12,RJ,Sudeste,Mata Atlântica,108
2017,12,SP,Sudeste,Mata Atlântica,117
2017,12,PR,Sul,Mata Atlântica,90
2017,12,RS,Sul,Pampa,69
2017,12,SC,Sul,Mata Atlântica,75
2018,1,AC,Norte,Amazônia,248
2018,1,AM,Norte,Amazônia,467
2018,1,AP,Norte,Amazônia,272
2018,1,PA,Norte,Amazônia,384
2018,1,RO,Norte,Amazônia,311
2018,1,RR,Norte,Amazônia,379
2018,1,TO,Norte,Cerrado,403
2018,1,AL,Nordeste,Mata Atlântica,111
2018,1,BA,Nordeste,Caatinga,73
2018,1,CE,Nordeste,Caatinga,61
2018,1,MA,Nordeste,Cerrado,277
2018,1,PB,Nordeste,Caatinga,115
2018,1,PE,Nordeste,Caatinga,114
2018,1,PI,Nordeste,Caatinga,97
2018,1,RN,Nordeste,Caatinga,97
2018,1,SE,Nordeste,Caatinga,101
2018,1,GO,Centro-Oeste,Cerrado,286
2018,1,MS,Centro-Oeste,Cerrado,467
2018,1,MT,Centro-Oeste,Cerrado,346
2018,1,ES,Sudeste,Mata Atlântica,84
2018,1,MG,Sudeste,Cerrado,370
2018,1,RJ,Sudeste,Mata Atlântica,63
2018,1,SP,Sudeste,Mata Atlântica,71
2018,1,PR,Sul,Mata Atlântica,106
2018,1,RS,Sul,Pampa,66
2018,1,SC,Sul,Mata Atlântica,97
2018,2,AC,Norte,Amazônia,304
2018,2,AM,Norte,Amazônia,339
2018,2,AP,Norte,Amazônia,314
2018,2,PA,Norte,Amazônia,331
2018,2,RO,Norte,Amazônia,419
2018,2,RR,Norte,Amazônia,316
2018,2,TO,Norte,Cerrado,382
2018,2,AL,Nordeste,Mata Atlântica,90
2018,2,BA,Nordeste,Caatinga,101
2018,2,CE,Nordeste,Caatinga,118
2018,2,MA,Nordeste,Cerrado,423
2018,2,PB,Nordeste,Caatinga,74
2018,2,PE,Nordeste,Caatinga,62
2018,2,PI,Nordeste,Caatinga,77
2018,2,RN,Nordeste,Caatinga,97
2018,2,SE,Nordeste,Caatinga,64
2018,2,GO,Centro-Oeste,Cerrado,365
2018,2,MS,Centro-Oeste,Cerrado,389
2018,2,MT,Centro-Oeste,Cerrado,325
2018,2,ES,Sudeste,Mata Atlântica,108
2018,2,MG,Sudeste,Cerrado,270
2018,2,RJ,Sudeste,Mata Atlântica,65
2018,2,SP,Sudeste,Mata Atlântica,105
2018,2,PR,Sul,Mata Atlântica,91
2018,2,RS,Sul,Pampa,103
2018,2,SC,Sul,Mata Atlântica,87
2018,3,AC,Norte,Amazônia,304
2018,3,AM,Norte,Amazônia,444
2018,3,AP,Norte,Amazônia,439
2018,3,PA,Norte,Amazônia,413
2018,3,RO,Norte,Amazônia,310
2018,3,RR,Norte,Amazônia,388
2018,3,TO,Norte,Cerrado,332
2018,3,AL,Nordeste,Mata Atlântica,66
2018,3,BA,Nordeste,Caatinga,117
2018,3,CE,Nordeste,Caatinga,69
2018,3,MA,Nordeste,Cerrado,476
2018,3,PB,Nordeste,Caatinga,88
2018,3,PE,Nordeste,Caatinga,72
2018,3,PI,Nordeste,Caatinga,94
2018,3,RN,Nordeste,Caatinga,114
2018,3,SE,Nordeste,Caatinga,105
2018,3,GO,Centro-Oeste,Cerrado,441
2018,3,MS,Centro-Oeste,Cerrado,405
2018,3,MT,Centro-Oeste,Cerrado,413
2018,3,ES,Sudeste,Mata Atlântica,112
2018,3,MG,Sudeste,Cerrado,305
2018,3,RJ,Sudeste,Mata Atlântica,90
2018,3,SP,Sudeste,Mata Atlântica,74
2018,3,PR,Sul,Mata Atlântica,121
2018,3,RS,Sul,Pampa,118
2018,3,SC,Sul,Mata Atlântica,63
2018,4,AC,Norte,Amazônia,416
2018,4,AM,Norte,Amazônia,470
2018,4,AP,Norte,Amazônia,288
2018,4,PA,Norte,Amazônia,382
2018,4,RO,Norte,Amazônia,467
2018,4,RR,Norte,Amazônia,252
2018,4,TO,Norte,Cerrado,414
2018,4,AL,Nordeste,Mata Atlântica,79
2018,4,BA,Nordeste,Caatinga,117
2018,4,CE,Nordeste,Caatinga,120
2018,4,MA,Nordeste,Cerrado,474
2018,4,PB,Nordeste,Caatinga,89
2018,4,PE,Nordeste,Caatinga,113
2018,4,PI,Nordeste,Caatinga,112
2018,4,RN,Nordeste,Caatinga,80
2018,4,SE,Nordeste,Caatinga,111
2018,4,GO,Centro-Oeste,Cerrado,253
2018,4,MS,Centro-Oeste,Cerrado,389
2018,4,MT,Centro-Oeste,Cerrado,300
2018,4,ES,Sudeste,Mata Atlântica,68
2018,4,MG,Sudeste,Cerrado,262
2018,4,RJ,Sudeste,Mata Atlântica,103
2018,4,SP,Sudeste,Mata Atlântica,81
2018,4,PR,Sul,Mata Atlântica,105
2018,4,RS,Sul,Pampa,65
2018,4,SC,Sul,Mata Atlântica,80
2018,5,AC,Norte,Amazônia,375
2018,5,AM,Norte,Amazônia,437
2018,5,AP,Norte,Amazônia,321
2018,5,PA,Norte,Amazônia,396
2018,5,RO,Norte,Amazônia,460
2018,5,RR,Norte,Amazônia,394
2018,5,TO,Norte,Cerrado,301
2018,5,AL,Nordeste,Mata Atlântica,62
2018,5,BA,Nordeste,Caatinga,114
2018,5,CE,Nordeste,Caatinga,62
2018,5,MA,Nordeste,Cerrado,457
2018,5,PB,Nordeste,Caatinga,93
2018,5,PE,Nordeste,Caatinga,118
2018,5,PI,Nordeste,Caatinga,109
2018,5,RN,Nordeste,Caatinga,121
2018,5,SE,Nordeste,Caatinga,82
2018,5,GO,Centro-Oeste,Cerrado,431
2018,5,MS,Centro-Oeste,Cerrado,342
2018,5,MT,Centro-Oeste,Cerrado,361
2018,5,ES,Sudeste,Mata Atlântica,99
2018,5,MG,Sudeste,Cerrado,457
2018,5,RJ,Sudeste,Mata Atlântica,121
2018,5,SP,Sudeste,Mata Atlântica,107
2018,5,PR,Sul,Mata Atlântica,86
2018,5,RS,Sul,Pampa,86
2018,5,SC,Sul,Mata Atlântica,106
2018,6,AC,Norte,Amazônia,302
2018,6,AM,Norte,Amazônia,271
2018,6,AP,Norte,Amazônia,330
2018,6,PA,Norte,Amazônia,314
2018,6,RO,Norte,Amazônia,316
2018,6,RR,Norte,Amazônia,301
2018,6,TO,Norte,Cerrado,254
2018,6,AL,Nordeste,Mata Atlântica,62
2018,6,BA,Nordeste,Caatinga,121
2018,6,CE,Nordeste,Caatinga,87
2018,6,MA,Nordeste,Cerrado,337
2018,6,PB,Nordeste,Caatinga,102
2018,6,PE,Nordeste,Caatinga,74
2018,6,PI,Nordeste,Caatinga,119
2018,6,RN,Nordeste,Caatinga,109
2018,6,SE,Nordeste,Caatinga,66
2018,6,GO,Centro-Oeste,Cerrado,346
2018,6,MS,Centro-Oeste,Cerrado,458
2018,6,MT,Centro-Oeste,Cerrado,474
2018,6,ES,Sudeste,Mata Atlântica,89
2018,6,MG,Sudeste,Cerrado,393
2018,6,RJ,Sudeste,Mata Atlântica,71
2018,6,SP,Sudeste,Mata Atlântica,121
2018,6,PR,Sul,Mata Atlântica,75
2018,6,RS,Sul,Pampa,118
2018,6,SC,Sul,Mata Atlântica,100
2018,7,AC,Norte,Amazônia,2453
2018,7,AM,Norte,Amazônia,2308
2018,7,AP,Norte,Amazônia,1878
2018,7,PA,Norte,Amazônia,1795
2018,7,RO,Norte,Amazônia,1862
2018,7,RR,Norte,Amazônia,1810
2018,7,TO,Norte,Cerrado,2715
2018,7,AL,Nordeste,Mata Atlântica,515
2018,7,BA,Nordeste,Caatinga,403
2018,7,CE,Nordeste,Caatinga,751
2018,7,MA,Nordeste,Cerrado,2874
2018,7,PB,Nordeste,Caatinga,735
2018,7,PE,Nordeste,Caatinga,761
2018,7,PI,Nordeste,Caatinga,447
2018,7,RN,Nordeste,Caatinga,532
2018,7,SE,Nordeste,Caatinga,670
2018,7,GO,Centro-Oeste,Cerrado,2588
2018,7,MS,Centro-Oeste,Cerrado,1760
2018,7,MT,Centro-Oeste,Cerrado,2770
2018,7,ES,Sudeste,Mata Atlântica,467
2018,7,MG,Sudeste,Cerrado,1867
2018,7,RJ,Sudeste,Mata Atlântica,586
2018,7,SP,Sudeste,Mata Atlântica,607
2018,7,PR,Sul,Mata Atlântica,602
2018,7,RS,Sul,Pampa,416
2018,7,SC,Sul,Mata Atlântica,716
2018,8,AC,Norte,Amazônia,1931
2018,8,AM,Norte,Amazônia,1723
2018,8,AP,Norte,Amazônia,2882
2018,8,PA,Norte,Amazônia,2984
2018,8,RO,Norte,Amazônia,2841
2018,8,RR,Norte,Amazônia,2761
2018,8,TO,Norte,Cerrado,2525
2018,8,AL,Nordeste,Mata Atlântica,591
2018,8,BA,Nordeste,Caatinga,414
2018,8,CE,Nordeste,Caatinga,537
2018,8,MA,Nordeste,Cerrado,2094
2018,8,PB,Nordeste,Caatinga,480
2018,8,PE,Nordeste,Caatinga,657
2018,8,PI,Nordeste,Caatinga,570
2018,8,RN,Nordeste,Caatinga,412
2018,8,SE,Nordeste,Caatinga,465
2018,8,GO,Centro-Oeste,Cerrado,2568
2018,8,MS,Centro-Oeste,Cerrado,1642
2018,8,MT,Centro-Oeste,Cerrado,2824
2018,8,ES,Sudeste,Mata Atlântica,570
2018,8,MG,Sudeste,Cerrado,2259
2018,8,RJ,Sudeste,Mata Atlântica,607
2018,8,SP,Sudeste,Mata Atlântica,696
2018,8,PR,Sul,Mata Atlântica,514
2018,8,RS,Sul,Pampa,640
2018,8,SC,Sul,Mata Atlântica,597
2018,9,AC,Norte,Amazônia,1933
2018,9,AM,Norte,Amazônia,2866
2018,9,AP,Norte,Amazônia,2742
2018,9,PA,Norte,Amazônia,2530
2018,9,RO,Norte,Amazônia,2823
2018,9,RR,Norte,Amazônia,2849
2018,9,TO,Norte,Cerrado,2606
2018,9,AL,Nordeste,Mata Atlântica,700
2018,9,BA,Nordeste,Caatinga,647
2018,9,CE,Nordeste,Caatinga,640
2018,9,MA,Nordeste,Cerrado,2470
2018,9,PB,Nordeste,Caatinga,668
2018,9,PE,Nordeste,Caatinga,442
2018,9,PI,Nordeste,Caatinga,717
2018,9,RN,Nordeste,Caatinga,714
2018,9,SE,Nordeste,Caatinga,392
2018,9,GO,Centro-Oeste,Cerrado,2786
2018,9,MS,Centro-Oeste,Cerrado,1722
2018,9,MT,Centro-Oeste,Cerrado,2037
2018,9,ES,Sudeste,Mata Atlântica,665
2018,9,MG,Sudeste,Cerrado,1771
2018,9,RJ,Sudeste,Mata Atlântica,693
2018,9,SP,Sudeste,Mata Atlântica,698
2018,9,PR,Sul,Mata Atlântica,575
2018,9,RS,Sul,Pampa,383
2018,9,SC,Sul,Mata Atlântica,491
2018,10,AC,Norte,Amazônia,2467
2018,10,AM,Norte,Amazônia,3023
2018,10,AP,Norte,Amazônia,2490
2018,10,PA,Norte,Amazônia,1922
2018,10,RO,Norte,Amazônia,2493
2018,10,RR,Norte,Amazônia,2350
2018,10,TO,Norte,Cerrado,2716
2018,10,AL,Nordeste,Mata Atlântica,422
2018,10,BA,Nordeste,Caatinga,671
2018,10,CE,Nordeste,Caatinga,587
2018,10,MA,Nordeste,Cerrado,2995
2018,10,PB,Nordeste,Caatinga,511
2018,10,PE,Nordeste,Caatinga,622
2018,10,PI,Nordeste,Caatinga,737
2018,10,RN,Nordeste,Caatinga,420
2018,10,SE,Nordeste,Caatinga,739
2018,10,GO,Centro-Oeste,Cerrado,2575
2018,10,MS,Centro-Oeste,Cerrado,1629
2018,10,MT,Centro-Oeste,Cerrado,1985
2018,10,ES,Sudeste,Mata Atlântica,651
2018,10,MG,Sudeste,Cerrado,1628
2018,10,RJ,Sudeste,Mata Atlântica,603
2018,10,SP,Sudeste,Mata Atlântica,513
2018,10,PR,Sul,Mata Atlântica,618
2018,10,RS,Sul,Pampa,398
2018,10,SC,Sul,Mata Atlântica,713
2018,11,AC,Norte,Amazônia,481
2018,11,AM,Norte,Amazônia,480
2018,11,AP,Norte,Amazônia,427
2018,11,PA,Norte,Amazônia,275
2018,11,RO,Norte,Amazônia,429
2018,11,RR,Norte,Amazônia,250
2018,11,TO,Norte,Cerrado,249
2018,11,AL,Nordeste,Mata Atlântica,80
2018,11,BA,Nordeste,Caatinga,90
2018,11,CE,Nordeste,Caatinga,108
2018,11,MA,Nordeste,Cerrado,410
2018,11,PB,Nordeste,Caatinga,88
2018,11,PE,Nordeste,Caatinga,77
2018,11,PI,Nordeste,Caatinga,121
2018,11,RN,Nordeste,Caatinga,87
2018,11,SE,Nordeste,Caatinga,88
2018,11,GO,Centro-Oeste,Cerrado,284
2018,11,MS,Centro-Oeste,Cerrado,438
2018,11,MT,Centro-Oeste,Cerrado,413
2018,11,ES,Sudeste,Mata Atlântica,74
2018,11,MG,Sudeste,Cerrado,264
2018,11,RJ,Sudeste,Mata Atlântica,102
2018,11,SP,Sudeste,Mata Atlântica,100
2018,11,PR,Sul,Mata Atlântica,77
2018,11,RS,Sul,Pampa,119
2018,11,SC,Sul,Mata Atlântica,70
2018,12,AC,Norte,Amazônia,349
2018,12,AM,Norte,Amazônia,474
2018,12,AP,Norte,Amazônia,346
2018,12,PA,Norte,Amazônia,400
2018,12,RO,Norte,Amazônia,341
2018,12,RR,Norte,Amazônia,311
2018,12,TO,Norte,Cerrado,484
2018,12,AL,Nordeste,Mata Atlântica,86
2018,12,BA,Nordeste,Caatinga,115
2018,12,CE,Nordeste,Caatinga,75
2018,12,MA,Nordeste,Cerrado,296
2018,12,PB,Nordeste,Caatinga,62
2018,12,PE,Nordeste,Caatinga,100
2018,12,PI,Nordeste,Caatinga,83
2018,12,RN,Nordeste,Caatinga,113
2018,12,SE,Nordeste,Caatinga,89
2018,12,GO,Centro-Oeste,Cerrado,480
2018,12,MS,Centro-Oeste,Cerrado,289
2018,12,MT,Centro-Oeste,Cerrado,456
2018,12,ES,Sudeste,Mata Atlântica,108
2018,12,MG,Sudeste,Cerrado,432
2018,12,RJ,Sudeste,Mata Atlântica,112
2018,12,SP,Sudeste,Mata Atlântica,107
